Wavelength (nm),Spectral irradiance (W m-2 nm-1),Cumulative photon flux (cm-2 s-1)
2078,0.08284,3.87825E+17
2079,0.08472,3.87914E+17
2080,0.0863225,3.88004E+17
2081,0.08626,3.88095E+17
2082,0.08592,3.88185E+17
2083,0.08558,3.88274E+17
2084,0.08524,3.88364E+17
2085,0.08504,3.88453E+17
2086,0.08568,3.88543E+17
2087,0.08646,3.88633E+17
2088,0.08724,3.88725E+17
2089,0.08802,3.88818E+17
2090,0.08872,3.88911E+17
2091,0.08894,3.89004E+17
2092,0.08908,3.89098E+17
2093,0.08922,3.89192E+17
2094,0.08936,3.89286E+17
2095,0.0893925,3.89381E+17
2096,0.08878,3.89474E+17
2097,0.08806,3.89567E+17
2098,0.08734,3.89659E+17
2099,0.08662,3.89751E+17
2100,0.086165,3.89842E+17
2101,0.0873,3.89934E+17
2102,0.0887,3.90028E+17
2103,0.0901,3.90123E+17
2104,0.0915,3.9022E+17
2105,0.0926375,3.90318E+17
2106,0.0922,3.90416E+17
2107,0.0915,3.90513E+17
2108,0.0908,3.90609E+17
2109,0.0901,3.90705E+17
2110,0.0895375,3.908E+17
2111,0.0898,3.90895E+17
2112,0.0902,3.90991E+17
2113,0.0906,3.91087E+17
2114,0.091,3.91184E+17
2115,0.0912475,3.91281E+17
2116,0.09058,3.91378E+17
2117,0.08976,3.91473E+17
2118,0.08894,3.91568E+17
2119,0.08812,3.91662E+17
2120,0.08743,3.91755E+17
2121,0.08752,3.91849E+17
2122,0.08774,3.91942E+17
2123,0.08796,3.92036E+17
2124,0.08818,3.9213E+17
2125,0.0884,3.92225E+17
2126,0.08862,3.9232E+17
2127,0.08884,3.92415E+17
2128,0.08906,3.9251E+17
2129,0.08928,3.92606E+17
2130,0.08948,3.92702E+17
2131,0.08956,3.92798E+17
2132,0.08962,3.92894E+17
2133,0.08968,3.9299E+17
2134,0.08974,3.93086E+17
2135,0.08981,3.93183E+17
2136,0.08994,3.93279E+17
2137,0.09008,3.93376E+17
2138,0.09022,3.93473E+17
2139,0.09036,3.93571E+17
2140,0.09045,3.93668E+17
2141,0.09024,3.93765E+17
2142,0.08998,3.93862E+17
2143,0.08972,3.93959E+17
2144,0.08946,3.94055E+17
2145,0.0891125,3.94152E+17
2146,0.08824,3.94247E+17
2147,0.08728,3.94341E+17
2148,0.08632,3.94434E+17
2149,0.08536,3.94527E+17
2150,0.084525,3.94618E+17
2151,0.08444,3.94709E+17
2152,0.08448,3.94801E+17
2153,0.08452,3.94892E+17
2154,0.08456,3.94984E+17
2155,0.0845775,3.95076E+17
2156,0.08446,3.95167E+17
2157,0.08432,3.95259E+17
2158,0.08418,3.9535E+17
2159,0.08404,3.95442E+17
2160,0.0837225,3.95533E+17
2161,0.08234,3.95622E+17
2162,0.08078,3.9571E+17
2163,0.07922,3.95796E+17
2164,0.07766,3.95881E+17
2165,0.0764375,3.95964E+17
2166,0.07724,3.96048E+17
2167,0.07838,3.96134E+17
2168,0.07952,3.9622E+17
2169,0.08066,3.96308E+17
2170,0.0816175,3.96397E+17
2171,0.08148,3.96486E+17
2172,0.08116,3.96575E+17
2173,0.08084,3.96664E+17
2174,0.08052,3.96752E+17
2175,0.080275,3.96839E+17
2176,0.08048,3.96928E+17
2177,0.08076,3.97016E+17
2178,0.08104,3.97105E+17
2179,0.08132,3.97194E+17
2180,0.0813825,3.97283E+17
2181,0.08014,3.97371E+17
2182,0.07868,3.97457E+17
2183,0.07722,3.97542E+17
2184,0.07576,3.97626E+17
2185,0.074595,3.97708E+17
2186,0.0752,3.9779E+17
2187,0.0761,3.97874E+17
2188,0.077,3.97959E+17
2189,0.0779,3.98045E+17
2190,0.0786875,3.98131E+17
2191,0.0788,3.98218E+17
2192,0.0788,3.98305E+17
2193,0.0788,3.98392E+17
2194,0.0788,3.98479E+17
2195,0.078605,3.98566E+17
2196,0.07724,3.98651E+17
2197,0.07568,3.98735E+17
2198,0.07412,3.98817E+17
2199,0.07256,3.98897E+17
2200,0.071265,3.98976E+17
2201,0.07156,3.99055E+17
2202,0.07212,3.99135E+17
2203,0.07268,3.99215E+17
2204,0.07324,3.99297E+17
2205,0.0738625,3.99379E+17
2206,0.07486,3.99462E+17
2207,0.07592,3.99546E+17
2208,0.07698,3.99632E+17
2209,0.07804,3.99718E+17
2210,0.0788925,3.99806E+17
2211,0.0785,3.99893E+17
2212,0.0779,3.9998E+17
2213,0.0773,4.00066E+17
2214,0.0767,4.00151E+17
2215,0.07621,4.00236E+17
2216,0.07638,4.00322E+17
2217,0.07666,4.00407E+17
2218,0.07694,4.00493E+17
2219,0.07722,4.00579E+17
2220,0.0774075,4.00666E+17
2221,0.07704,4.00752E+17
2222,0.07658,4.00837E+17
2223,0.07612,4.00922E+17
2224,0.07566,4.01007E+17
2225,0.0752675,4.01091E+17
2226,0.07528,4.01176E+17
2227,0.07536,4.0126E+17
2228,0.07544,4.01345E+17
2229,0.07552,4.01429E+17
2230,0.0755525,4.01514E+17
2231,0.0753,4.01599E+17
2232,0.075,4.01683E+17
2233,0.0747,4.01767E+17
2234,0.0744,4.0185E+17
2235,0.0741075,4.01934E+17
2236,0.07386,4.02017E+17
2237,0.07362,4.021E+17
2238,0.07338,4.02182E+17
2239,0.07314,4.02265E+17
2240,0.0728725,4.02347E+17
2241,0.07244,4.02428E+17
2242,0.07198,4.0251E+17
2243,0.07152,4.0259E+17
2244,0.07106,4.02671E+17
2245,0.070685,4.0275E+17
2246,0.07082,4.0283E+17
2247,0.07104,4.02911E+17
2248,0.07126,4.02991E+17
2249,0.07148,4.03072E+17
2250,0.0715675,4.03153E+17
2251,0.07086,4.03233E+17
2252,0.07002,4.03313E+17
2253,0.06918,4.03391E+17
2254,0.06834,4.03469E+17
2255,0.067585,4.03545E+17
2256,0.06734,4.03622E+17
2257,0.06718,4.03698E+17
2258,0.06702,4.03774E+17
2259,0.06686,4.0385E+17
2260,0.06675,4.03926E+17
2261,0.06694,4.04002E+17
2262,0.06718,4.04079E+17
2263,0.06742,4.04155E+17
2264,0.06766,4.04233E+17
2265,0.06779,4.0431E+17
2266,0.06726,4.04386E+17
2267,0.06662,4.04462E+17
2268,0.06598,4.04538E+17
2269,0.06534,4.04612E+17
2270,0.0647575,4.04686E+17
2271,0.06452,4.0476E+17
2272,0.06434,4.04834E+17
2273,0.06416,4.04907E+17
2274,0.06398,4.0498E+17
2275,0.06388,4.05053E+17
2276,0.06426,4.05127E+17
2277,0.06472,4.05201E+17
2278,0.06518,4.05276E+17
2279,0.06564,4.05351E+17
2280,0.0659625,4.05427E+17
2281,0.06546,4.05502E+17
2282,0.06482,4.05576E+17
2283,0.06418,4.0565E+17
2284,0.06354,4.05723E+17
2285,0.0629825,4.05795E+17
2286,0.06292,4.05868E+17
2287,0.06294,4.0594E+17
2288,0.06296,4.06012E+17
2289,0.06298,4.06085E+17
2290,0.06295,4.06158E+17
2291,0.06262,4.0623E+17
2292,0.06224,4.06301E+17
2293,0.06186,4.06373E+17
2294,0.06148,4.06444E+17
2295,0.0610875,4.06514E+17
2296,0.06062,4.06584E+17
2297,0.06014,4.06654E+17
2298,0.05966,4.06723E+17
2299,0.05918,4.06791E+17
2300,0.0587675,4.06859E+17
2301,0.05876,4.06927E+17
2302,0.05882,4.06995E+17
2303,0.05888,4.07064E+17
2304,0.05894,4.07132E+17
2305,0.05911,4.07201E+17
2306,0.05994,4.0727E+17
2307,0.06088,4.07341E+17
2308,0.06182,4.07412E+17
2309,0.06276,4.07485E+17
2310,0.06344,4.07559E+17
2311,0.06256,4.07632E+17
2312,0.06142,4.07703E+17
2313,0.06028,4.07773E+17
2314,0.05914,4.07842E+17
2315,0.05799,4.0791E+17
2316,0.05678,4.07976E+17
2317,0.05556,4.08041E+17
2318,0.05434,4.08104E+17
2319,0.05312,4.08166E+17
2320,0.0521575,4.08227E+17
2321,0.05274,4.08289E+17
2322,0.05358,4.08351E+17
2323,0.05442,4.08415E+17
2324,0.05526,4.08479E+17
2325,0.05601,4.08545E+17
2326,0.05622,4.08611E+17
2327,0.05634,4.08677E+17
2328,0.05646,4.08743E+17
2329,0.05658,4.08809E+17
2330,0.0567125,4.08876E+17
2331,0.05692,4.08942E+17
2332,0.05714,4.09009E+17
2333,0.05736,4.09077E+17
2334,0.05758,4.09144E+17
2335,0.05747,4.09212E+17
2336,0.05538,4.09277E+17
2337,0.05296,4.09339E+17
2338,0.05054,4.09399E+17
2339,0.04812,4.09455E+17
2340,0.0461425,4.0951E+17
2341,0.04682,4.09565E+17
2342,0.04794,4.09621E+17
2343,0.04906,4.09679E+17
2344,0.05018,4.09738E+17
2345,0.0509125,4.09798E+17
2346,0.04932,4.09856E+17
2347,0.04734,4.09912E+17
2348,0.04536,4.09966E+17
2349,0.04338,4.10017E+17
2350,0.041795,4.10067E+17
2351,0.04258,4.10117E+17
2352,0.04376,4.10169E+17
2353,0.04494,4.10222E+17
2354,0.04612,4.10277E+17
2355,0.0472225,4.10333E+17
2356,0.04786,4.10389E+17
2357,0.04842,4.10447E+17
2358,0.04898,4.10505E+17
2359,0.04954,4.10564E+17
2360,0.05001,4.10623E+17
2361,0.04994,4.10682E+17
2362,0.04978,4.10741E+17
2363,0.04962,4.108E+17
2364,0.04946,4.10859E+17
2365,0.048855,4.10917E+17
2366,0.04558,4.10972E+17
2367,0.04186,4.11021E+17
2368,0.03814,4.11067E+17
2369,0.03442,4.11108E+17
2370,0.0314975,4.11145E+17
2371,0.03336,4.11185E+17
2372,0.03602,4.11228E+17
2373,0.03868,4.11274E+17
2374,0.04134,4.11324E+17
2375,0.0436275,4.11376E+17
2376,0.04368,4.11428E+17
2377,0.04336,4.1148E+17
2378,0.04304,4.11531E+17
2379,0.04272,4.11583E+17
2380,0.0421475,4.11633E+17
2381,0.04006,4.11681E+17
2382,0.03772,4.11726E+17
2383,0.03538,4.11769E+17
2384,0.03304,4.11808E+17
2385,0.03115,4.11846E+17
2386,0.03196,4.11884E+17
2387,0.03322,4.11924E+17
2388,0.03448,4.11965E+17
2389,0.03574,4.12008E+17
2390,0.03693,4.12053E+17
2391,0.0377,4.12098E+17
2392,0.0384,4.12144E+17
2393,0.0391,4.12191E+17
2394,0.0398,4.12239E+17
2395,0.0405,4.12288E+17
2396,0.0412,4.12338E+17
2397,0.0419,4.12388E+17
2398,0.0426,4.1244E+17
2399,0.0433,4.12492E+17
2400,0.04365,4.12545E+17
2401,0.0419,4.12595E+17
2402,0.0398,4.12643E+17
2403,0.0377,4.12689E+17
2404,0.0356,4.12732E+17
2405,0.0337675,4.12773E+17
2406,0.03354,4.12813E+17
2407,0.03358,4.12854E+17
2408,0.03362,4.12895E+17
2409,0.03366,4.12936E+17
2410,0.0335325,4.12976E+17
2411,0.0324,4.13016E+17
2412,0.0311,4.13053E+17
2413,0.0298,4.1309E+17
2414,0.0285,4.13124E+17
2415,0.027345,4.13157E+17
2416,0.02706,4.1319E+17
2417,0.02692,4.13223E+17
2418,0.02678,4.13256E+17
2419,0.02664,4.13288E+17
2420,0.02668,4.1332E+17
2421,0.0278,4.13354E+17
2422,0.0291,4.1339E+17
2423,0.0304,4.13427E+17
2424,0.0317,4.13466E+17
2425,0.0331375,4.13506E+17
2426,0.0354,4.13549E+17
2427,0.0378,4.13595E+17
2428,0.0402,4.13644E+17
2429,0.0426,4.13696E+17
2430,0.043945,4.1375E+17
2431,0.03896,4.13798E+17
2432,0.03292,4.13838E+17
2433,0.02688,4.13871E+17
2434,0.02084,4.13897E+17
2435,0.0162625,4.13916E+17
2436,0.02046,4.13942E+17
2437,0.02612,4.13974E+17
2438,0.03178,4.14013E+17
2439,0.03744,4.14058E+17
2440,0.0418325,4.1411E+17
2441,0.03862,4.14157E+17
2442,0.03414,4.14199E+17
2443,0.02966,4.14236E+17
2444,0.02518,4.14267E+17
2445,0.0210825,4.14293E+17
2446,0.01928,4.14316E+17
2447,0.01786,4.14338E+17
2448,0.01644,4.14359E+17
2449,0.01502,4.14377E+17
2450,0.0140575,4.14394E+17
2451,0.01584,4.14414E+17
2452,0.01808,4.14436E+17
2453,0.02032,4.14461E+17
2454,0.02256,4.14489E+17
2455,0.0247325,4.1452E+17
2456,0.0265,4.14552E+17
2457,0.0282,4.14587E+17
2458,0.0299,4.14624E+17
2459,0.0316,4.14663E+17
2460,0.0328575,4.14704E+17
2461,0.03146,4.14743E+17
2462,0.02962,4.1478E+17
2463,0.02778,4.14814E+17
2464,0.02594,4.14846E+17
2465,0.024145,4.14876E+17
2466,0.02262,4.14904E+17
2467,0.02114,4.1493E+17
2468,0.01966,4.14955E+17
2469,0.01818,4.14977E+17
2470,0.0168775,4.14998E+17
2471,0.01664,4.15019E+17
2472,0.01658,4.1504E+17
2473,0.01652,4.1506E+17
2474,0.01646,4.15081E+17
2475,0.0161975,4.15101E+17
2476,0.01472,4.15119E+17
2477,0.01304,4.15136E+17
2478,0.01136,4.1515E+17
2479,0.00968,4.15162E+17
2480,0.00815,4.15172E+17
2481,0.00752,4.15181E+17
2482,0.00704,4.1519E+17
2483,0.00656,4.15198E+17
2484,0.00608,4.15206E+17
2485,0.0056075,4.15213E+17
2486,0.00518,4.15219E+17
2487,0.00476,4.15225E+17
2488,0.00434,4.15231E+17
2489,0.00392,4.15236E+17
2490,0.0035375,4.1524E+17
2491,0.00338,4.15244E+17
2492,0.00326,4.15248E+17
2493,0.00314,4.15252E+17
2494,0.00302,4.15256E+17
2495,0.0030175,4.1526E+17
2496,0.00372,4.15265E+17
2497,0.00454,4.1527E+17
2498,0.00536,4.15277E+17
2499,0.00618,4.15285E+17
2500,0.00676,4.15293E+17
2501,0.0059,4.15301E+17
2502,0.0048,4.15307E+17
2503,0.0037,4.15311E+17
2504,0.0026,4.15315E+17
2505,0.001655,4.15317E+17
2506,0.00164,4.15319E+17
2507,0.00178,4.15321E+17
2508,0.00192,4.15324E+17
2509,0.00206,4.15326E+17
2510,0.00214,4.15329E+17
2511,0.00186,4.15331E+17
2512,0.00152,4.15333E+17
2513,0.00118,4.15335E+17
2514,0.00084,4.15336E+17
2515,0.00054,4.15336E+17
2516,0.00048,4.15337E+17
2517,0.00046,4.15338E+17
2518,0.00044,4.15338E+17
2519,0.00042,4.15339E+17
2520,0.0003925,4.15339E+17
2521,0.00032,4.1534E+17
2522,0.00024,4.1534E+17
2523,0.00016,4.1534E+17
2524,0.00008,4.1534E+17
2525,0.00001,4.1534E+17
2526,0,4.1534E+17
2527,0,4.1534E+17
2528,0,4.1534E+17
2529,0,4.1534E+17
2530,0,4.1534E+17
2531,0,4.1534E+17
2532,0,4.1534E+17
2533,0,4.1534E+17
2534,0,4.1534E+17
2535,0,4.1534E+17
2536,0,4.1534E+17
2537,0,4.1534E+17
2538,0,4.1534E+17
2539,0,4.1534E+17
2540,0,4.1534E+17
2541,0,4.1534E+17
2542,0,4.1534E+17
2543,0,4.1534E+17
2544,0,4.1534E+17
2545,0,4.1534E+17
2546,0,4.1534E+17
2547,0,4.1534E+17
2548,0,4.1534E+17
2549,0,4.1534E+17
2550,0,4.1534E+17
2551,0,4.1534E+17
2552,0,4.1534E+17
2553,0,4.1534E+17
2554,0,4.1534E+17
2555,0,4.1534E+17
2556,0,4.1534E+17
2557,0,4.1534E+17
2558,0,4.1534E+17
2559,0,4.1534E+17
2560,0,4.1534E+17
2561,0,4.1534E+17
2562,0,4.1534E+17
2563,0,4.1534E+17
2564,0,4.1534E+17
2565,0,4.1534E+17
2566,0,4.1534E+17
2567,0,4.1534E+17
2568,0,4.1534E+17
2569,0,4.1534E+17
2570,0,4.1534E+17
2571,0,4.1534E+17
2572,0,4.1534E+17
2573,0,4.1534E+17
2574,0,4.1534E+17
2575,0,4.1534E+17
2576,0,4.1534E+17
2577,0,4.1534E+17
2578,0,4.1534E+17
2579,0,4.1534E+17
2580,0,4.1534E+17
2581,0,4.1534E+17
2582,0,4.1534E+17
2583,0,4.1534E+17
2584,0,4.1534E+17
2585,0,4.1534E+17
2586,0,4.1534E+17
2587,0,4.1534E+17
2588,0,4.1534E+17
2589,0,4.1534E+17
2590,0,4.1534E+17
2591,0,4.1534E+17
2592,0,4.1534E+17
2593,0,4.1534E+17
2594,0,4.1534E+17
2595,0,4.1534E+17
2596,0,4.1534E+17
2597,0,4.1534E+17
2598,0,4.1534E+17
2599,0,4.1534E+17
2600,0,4.1534E+17
2601,0,4.1534E+17
2602,0,4.1534E+17
2603,0,4.1534E+17
2604,0,4.1534E+17
2605,0,4.1534E+17
2606,0,4.1534E+17
2607,0,4.1534E+17
2608,0,4.1534E+17
2609,0,4.1534E+17
2610,0,4.1534E+17
2611,0,4.1534E+17
2612,0,4.1534E+17
2613,0,4.1534E+17
2614,0,4.1534E+17
2615,0,4.1534E+17
2616,0,4.1534E+17
2617,0,4.1534E+17
2618,0,4.1534E+17
2619,0,4.1534E+17
2620,0,4.1534E+17
2621,0,4.1534E+17
2622,0,4.1534E+17
2623,0,4.1534E+17
2624,0,4.1534E+17
2625,0,4.1534E+17
2626,0,4.1534E+17
2627,0,4.1534E+17
2628,0,4.1534E+17
2629,0,4.1534E+17
2630,0,4.1534E+17
2631,0,4.1534E+17
2632,0,4.1534E+17
2633,0,4.1534E+17
2634,0,4.1534E+17
2635,0,4.1534E+17
2636,0,4.1534E+17
2637,0,4.1534E+17
2638,0,4.1534E+17
2639,0,4.1534E+17
2640,0,4.1534E+17
2641,0,4.1534E+17
2642,0,4.1534E+17
2643,0,4.1534E+17
2644,0,4.1534E+17
2645,0,4.1534E+17
2646,0,4.1534E+17
2647,0,4.1534E+17
2648,0,4.1534E+17
2649,0,4.1534E+17
2650,0,4.1534E+17
2651,0,4.1534E+17
2652,0,4.1534E+17
2653,0,4.1534E+17
2654,0,4.1534E+17
2655,0,4.1534E+17
2656,0,4.1534E+17
2657,0,4.1534E+17
2658,0,4.1534E+17
2659,0,4.1534E+17
2660,0,4.1534E+17
2661,0,4.1534E+17
2662,0,4.1534E+17
2663,0,4.1534E+17
2664,0,4.1534E+17
2665,0,4.1534E+17
2666,0,4.1534E+17
2667,0,4.1534E+17
2668,0,4.1534E+17
2669,0,4.1534E+17
2670,0,4.1534E+17
2671,0,4.1534E+17
2672,0,4.1534E+17
2673,0,4.1534E+17
2674,0,4.1534E+17
2675,0,4.1534E+17
2676,0,4.1534E+17
2677,0,4.1534E+17
2678,0,4.1534E+17
2679,0,4.1534E+17
2680,0,4.1534E+17
2681,0,4.1534E+17
2682,0,4.1534E+17
2683,0,4.1534E+17
2684,0,4.1534E+17
2685,0,4.1534E+17
2686,0,4.1534E+17
2687,0,4.1534E+17
2688,0,4.1534E+17
2689,0,4.1534E+17
2690,0,4.1534E+17
2691,0,4.1534E+17
2692,0,4.1534E+17
2693,0,4.1534E+17
2694,0,4.1534E+17
2695,0,4.1534E+17
2696,0,4.1534E+17
2697,0,4.1534E+17
2698,0,4.1534E+17
2699,0,4.1534E+17
2700,0,4.1534E+17
2701,0,4.1534E+17
2702,0,4.1534E+17
2703,0,4.1534E+17
2704,0,4.1534E+17
2705,0,4.1534E+17
2706,0,4.1534E+17
2707,0,4.1534E+17
2708,0,4.1534E+17
2709,0,4.1534E+17
2710,0,4.1534E+17
2711,0,4.1534E+17
2712,0,4.1534E+17
2713,0,4.1534E+17
2714,0,4.1534E+17
2715,0,4.1534E+17
2716,0,4.1534E+17
2717,0,4.1534E+17
2718,0,4.1534E+17
2719,0,4.1534E+17
2720,0,4.1534E+17
2721,0,4.1534E+17
2722,0,4.1534E+17
2723,0,4.1534E+17
2724,0,4.1534E+17
2725,0,4.1534E+17
2726,0,4.1534E+17
2727,0,4.1534E+17
2728,0,4.1534E+17
2729,0,4.1534E+17
2730,0,4.1534E+17
2731,0,4.1534E+17
2732,0,4.1534E+17
2733,0,4.1534E+17
2734,0,4.1534E+17
2735,0,4.1534E+17
2736,0,4.1534E+17
2737,0,4.1534E+17
2738,0,4.1534E+17
2739,0,4.1534E+17
2740,0,4.1534E+17
2741,0,4.1534E+17
2742,0,4.1534E+17
2743,0,4.1534E+17
2744,0,4.1534E+17
2745,0,4.1534E+17
2746,0,4.1534E+17
2747,0,4.1534E+17
2748,0,4.1534E+17
2749,0,4.1534E+17
2750,0,4.1534E+17
2751,0,4.1534E+17
2752,0,4.1534E+17
2753,0,4.1534E+17
2754,0,4.1534E+17
2755,0,4.1534E+17
2756,0,4.1534E+17
2757,0,4.1534E+17
2758,0,4.1534E+17
2759,0,4.1534E+17
2760,0,4.1534E+17
2761,0,4.1534E+17
2762,0,4.1534E+17
2763,0,4.1534E+17
2764,0,4.1534E+17
2765,0,4.1534E+17
2766,0,4.1534E+17
2767,0,4.1534E+17
2768,0,4.1534E+17
2769,0,4.1534E+17
2770,0,4.1534E+17
2771,0,4.1534E+17
2772,0,4.1534E+17
2773,0,4.1534E+17
2774,0,4.1534E+17
2775,0,4.1534E+17
2776,0,4.1534E+17
2777,0,4.1534E+17
2778,0,4.1534E+17
2779,0,4.1534E+17
2780,0,4.1534E+17
2781,0,4.1534E+17
2782,0,4.1534E+17
2783,0,4.1534E+17
2784,0,4.1534E+17
2785,0,4.1534E+17
2786,0,4.1534E+17
2787,0,4.1534E+17
2788,0,4.1534E+17
2789,0,4.1534E+17
2790,0,4.1534E+17
2791,0,4.1534E+17
2792,0,4.1534E+17
2793,0,4.1534E+17
2794,0,4.1534E+17
2795,0,4.1534E+17
2796,0,4.1534E+17
2797,0,4.1534E+17
2798,0,4.1534E+17
2799,0,4.1534E+17
2800,0,4.1534E+17
2801,0,4.1534E+17
2802,0,4.1534E+17
2803,0,4.1534E+17
2804,0,4.1534E+17
2805,0,4.1534E+17
2806,0,4.1534E+17
2807,0,4.1534E+17
2808,0,4.1534E+17
2809,0,4.1534E+17
2810,0,4.1534E+17
2811,0,4.1534E+17
2812,0,4.1534E+17
2813,0,4.1534E+17
2814,0,4.1534E+17
2815,0,4.1534E+17
2816,0,4.1534E+17
2817,0,4.1534E+17
2818,0,4.1534E+17
2819,0,4.1534E+17
2820,0,4.1534E+17
2821,0,4.1534E+17
2822,0,4.1534E+17
2823,0,4.1534E+17
2824,0,4.1534E+17
2825,0,4.1534E+17
2826,0,4.1534E+17
2827,0,4.1534E+17
2828,0,4.1534E+17
2829,0,4.1534E+17
2830,0,4.1534E+17
2831,0,4.1534E+17
2832,0,4.1534E+17
2833,0,4.1534E+17
2834,0,4.1534E+17
2835,0,4.1534E+17
2836,0,4.1534E+17
2837,0,4.1534E+17
2838,0,4.1534E+17
2839,0,4.1534E+17
2840,0,4.1534E+17
2841,0,4.1534E+17
2842,0,4.1534E+17
2843,0,4.1534E+17
2844,0,4.1534E+17
2845,0,4.1534E+17
2846,0,4.1534E+17
2847,0,4.1534E+17
2848,0,4.1534E+17
2849,0,4.1534E+17
2850,0,4.1534E+17
2851,0,4.1534E+17
2852,0,4.1534E+17
2853,0,4.1534E+17
2854,0,4.1534E+17
2855,0,4.1534E+17
2856,0,4.1534E+17
2857,0,4.1534E+17
2858,0,4.1534E+17
2859,0,4.1534E+17
2860,0.000005,4.1534E+17
2861,0.00004,4.1534E+17
2862,0.00008,4.1534E+17
2863,0.00012,4.15341E+17
2864,0.00016,4.15341E+17
2865,0.00019,4.15341E+17
2866,0.00016,4.15341E+17
2867,0.00012,4.15341E+17
2868,0.00008,4.15342E+17
2869,0.00004,4.15342E+17
2870,0.000015,4.15342E+17
2871,0.00008,4.15342E+17
2872,0.00016,4.15342E+17
2873,0.00024,4.15342E+17
2874,0.00032,4.15343E+17
2875,0.000385,4.15343E+17
2876,0.00036,4.15344E+17
2877,0.00032,4.15344E+17
2878,0.00028,4.15345E+17
2879,0.00024,4.15345E+17
2880,0.0002125,4.15345E+17
2881,0.00026,4.15346E+17
2882,0.00032,4.15346E+17
2883,0.00038,4.15347E+17
2884,0.00044,4.15347E+17
2885,0.000485,4.15348E+17
2886,0.00044,4.15349E+17
2887,0.00038,4.15349E+17
2888,0.00032,4.1535E+17
2889,0.00026,4.1535E+17
2890,0.00027,4.15351E+17
2891,0.0007,4.15352E+17
2892,0.0012,4.15353E+17
2893,0.0017,4.15356E+17
2894,0.0022,4.15359E+17
2895,0.00259,4.15363E+17
2896,0.00232,4.15366E+17
2897,0.00194,4.15369E+17
2898,0.00156,4.15371E+17
2899,0.00118,4.15373E+17
2900,0.00083,4.15374E+17
2901,0.00066,4.15375E+17
2902,0.00052,4.15376E+17
2903,0.00038,4.15376E+17
2904,0.00024,4.15377E+17
2905,0.0001825,4.15377E+17
2906,0.00062,4.15378E+17
2907,0.00114,4.1538E+17
2908,0.00166,4.15382E+17
2909,0.00218,4.15385E+17
2910,0.0026,4.15389E+17
2911,0.00242,4.15393E+17
2912,0.00214,4.15396E+17
2913,0.00186,4.15398E+17
2914,0.00158,4.15401E+17
2915,0.001375,4.15403E+17
2916,0.00162,4.15405E+17
2917,0.00194,4.15408E+17
2918,0.00226,4.15411E+17
2919,0.00258,4.15415E+17
2920,0.002815,4.15419E+17
2921,0.00254,4.15423E+17
2922,0.00218,4.15426E+17
2923,0.00182,4.15429E+17
2924,0.00146,4.15431E+17
2925,0.001265,4.15433E+17
2926,0.00206,4.15436E+17
2927,0.00302,4.1544E+17
2928,0.00398,4.15446E+17
2929,0.00494,4.15454E+17
2930,0.005795,4.15462E+17
2931,0.00602,4.15471E+17
2932,0.00614,4.1548E+17
2933,0.00626,4.15489E+17
2934,0.00638,4.15499E+17
2935,0.0063625,4.15508E+17
2936,0.00552,4.15516E+17
2937,0.00454,4.15523E+17
2938,0.00356,4.15528E+17
2939,0.00258,4.15532E+17
2940,0.0017175,4.15535E+17
2941,0.00156,4.15537E+17
2942,0.00152,4.15539E+17
2943,0.00148,4.15541E+17
2944,0.00144,4.15543E+17
2945,0.0015,4.15546E+17
2946,0.00216,4.15549E+17
2947,0.00292,4.15553E+17
2948,0.00368,4.15559E+17
2949,0.00444,4.15565E+17
2950,0.0050325,4.15573E+17
2951,0.00462,4.1558E+17
2952,0.00404,4.15586E+17
2953,0.00346,4.15591E+17
2954,0.00288,4.15595E+17
2955,0.00243,4.15599E+17
2956,0.00276,4.15603E+17
2957,0.00322,4.15607E+17
2958,0.00368,4.15613E+17
2959,0.00414,4.15619E+17
2960,0.0046125,4.15626E+17
2961,0.00516,4.15634E+17
2962,0.00572,4.15642E+17
2963,0.00628,4.15652E+17
2964,0.00684,4.15662E+17
2965,0.007155,4.15672E+17
2966,0.006,4.15681E+17
2967,0.0046,4.15688E+17
2968,0.0032,4.15693E+17
2969,0.0018,4.15696E+17
2970,0.0005875,4.15697E+17
2971,0.0005,4.15697E+17
2972,0.0006,4.15698E+17
2973,0.0007,4.15699E+17
2974,0.0008,4.157E+17
2975,0.0008975,4.15702E+17
2976,0.00098,4.15703E+17
2977,0.00106,4.15705E+17
2978,0.00114,4.15707E+17
2979,0.00122,4.15708E+17
2980,0.00143,4.15711E+17
2981,0.00242,4.15714E+17
2982,0.00354,4.15719E+17
2983,0.00466,4.15726E+17
2984,0.00578,4.15735E+17
2985,0.006845,4.15745E+17
2986,0.00758,4.15757E+17
2987,0.00826,4.15769E+17
2988,0.00894,4.15783E+17
2989,0.00962,4.15797E+17
2990,0.010065,4.15812E+17
2991,0.0091,4.15826E+17
2992,0.0079,4.15838E+17
2993,0.0067,4.15848E+17
2994,0.0055,4.15856E+17
2995,0.0045375,4.15863E+17
2996,0.005,4.15871E+17
2997,0.0057,4.15879E+17
2998,0.0064,4.15889E+17
2999,0.0071,4.159E+17
3000,0.00759,4.15911E+17
3001,0.00682,4.15921E+17
3002,0.00584,4.1593E+17
3003,0.00486,4.15937E+17
3004,0.00388,4.15943E+17
3005,0.00312,4.15948E+17
3006,0.00368,4.15954E+17
3007,0.00446,4.1596E+17
3008,0.00524,4.15968E+17
